date,demand,sku,supermarket,promotion,year,month,quarter,week_of_year,day_of_week,day_of_month,is_weekend,lag_1,lag_7,lag_14,lag_28,lag_56,demand_change_1,demand_change_7,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,target
2019-03-11,65.0,0,0,0,2019,3,1,11,0,11,0,66.0,66.0,66.0,65.0,65.0,-1.0,-1.0,67.71428571428571,1.704336206492706,67.64285714285714,2.023216892329298,67.82142857142857,2.019416333508849,69.0
2019-03-12,70.0,0,0,0,2019,3,1,11,1,12,0,65.0,70.0,66.0,68.0,66.0,5.0,0.0,67.57142857142857,1.9023794624226953,67.57142857142857,2.1018045621756687,67.82142857142857,2.019416333508849,71.0
2019-03-13,69.0,0,0,0,2019,3,1,11,2,13,0,70.0,69.0,70.0,68.0,67.0,-1.0,0.0,67.57142857142857,1.9023794624226953,67.85714285714286,2.1432234119210727,67.89285714285714,2.0609110842912406,71.0
2019-03-14,70.0,0,0,0,2019,3,1,11,3,14,0,69.0,69.0,70.0,71.0,69.0,1.0,1.0,67.57142857142857,1.9023794624226953,67.78571428571429,2.082105865503686,67.92857142857143,2.0714741830409795,73.0
2019-03-15,71.0,0,0,0,2019,3,1,11,4,15,0,70.0,68.0,70.0,66.0,68.0,1.0,3.0,67.71428571428571,2.0586634591635624,67.78571428571429,2.082105865503686,67.89285714285714,2.0246496855521325,71.0
2019-03-16,69.0,0,0,0,2019,3,1,11,5,16,1,71.0,66.0,67.0,67.0,66.0,-2.0,3.0,68.14285714285714,2.4102953780654897,67.85714285714286,2.178819117607692,68.07142857142857,2.0714741830409817,69.0
2019-03-17,66.0,0,0,0,2019,3,1,11,6,17,1,69.0,66.0,64.0,68.0,63.0,-3.0,0.0,68.57142857142857,2.2253945610567594,68.0,2.183856856396676,68.14285714285714,2.0676393000550872,68.0
2019-03-18,67.0,0,0,0,2019,3,1,12,0,18,0,66.0,65.0,66.0,71.0,71.0,1.0,2.0,68.57142857142857,2.2253945610567594,68.14285714285714,1.955550005542127,68.07142857142857,2.106929860995247,68.0
2019-03-19,69.0,0,0,0,2019,3,1,12,1,19,0,67.0,70.0,70.0,67.0,71.0,2.0,-1.0,68.85714285714286,1.7728105208558522,68.21428571428571,1.888368095985009,67.92857142857143,2.0354009783964315,71.0
2019-03-20,70.0,0,0,0,2019,3,1,12,2,20,0,69.0,69.0,69.0,71.0,68.0,1.0,1.0,68.71428571428571,1.7043362064927086,68.14285714285714,1.8337495365063767,68.0,2.0367003088692646,71.0
2019-03-21,69.0,0,0,0,2019,3,1,12,3,21,0,70.0,70.0,69.0,70.0,71.0,-1.0,-1.0,68.85714285714286,1.7728105208558522,68.21428571428571,1.888368095985009,67.96428571428571,1.9903869502285785,71.0
2019-03-22,70.0,0,0,0,2019,3,1,12,4,22,0,69.0,71.0,68.0,68.0,68.0,1.0,-1.0,68.71428571428571,1.7043362064927086,68.21428571428571,1.888368095985009,67.92857142857143,1.9612651137877446,71.0
2019-03-23,69.0,0,0,0,2019,3,1,12,5,23,1,70.0,69.0,66.0,67.0,71.0,-1.0,0.0,68.57142857142857,1.5118578920369252,68.35714285714286,1.9456912102680266,68.0,2.000000000000002,71.0
2019-03-24,67.0,0,0,0,2019,3,1,12,6,24,1,69.0,66.0,66.0,65.0,64.0,-2.0,1.0,68.57142857142857,1.5118578920369252,68.57142857142857,1.827747066926739,68.07142857142857,1.9986768109699493,67.0
2019-03-25,66.0,0,0,0,2019,3,1,13,0,25,0,67.0,67.0,65.0,66.0,63.0,-1.0,-1.0,68.71428571428571,1.2535663410560365,68.64285714285714,1.736802670565504,68.14285714285714,1.918994445677136,69.0
2019-03-26,71.0,0,0,0,2019,3,1,13,1,26,0,66.0,69.0,70.0,66.0,71.0,5.0,2.0,68.57142857142857,1.5118578920369252,68.71428571428571,1.589802669350027,68.14285714285714,1.918994445677136,70.0
2019-03-27,70.0,0,0,0,2019,3,1,13,2,27,0,71.0,70.0,69.0,70.0,68.0,-1.0,0.0,68.85714285714286,1.77281052085585,68.78571428571429,1.6723346844167393,68.32142857142857,1.9446711885936023,71.0
2019-03-28,70.0,0,0,0,2019,3,1,13,3,28,0,70.0,69.0,70.0,70.0,68.0,0.0,1.0,68.85714285714286,1.77281052085585,68.85714285714286,1.7032612545052608,68.32142857142857,1.9446711885936023,72.0
2019-03-29,71.0,0,0,0,2019,3,1,13,4,29,0,70.0,70.0,71.0,70.0,69.0,1.0,1.0,69.0,1.8257418583505653,68.85714285714286,1.7032612545052608,68.32142857142857,1.9446711885936023,71.0
2019-03-30,69.0,0,0,0,2019,3,1,13,5,30,1,71.0,69.0,69.0,67.0,64.0,-2.0,0.0,69.14285714285714,1.9518001458970766,68.85714285714286,1.7032612545052608,68.35714285714286,1.985396419307481,69.0
2019-03-31,68.0,0,0,0,2019,3,1,13,6,31,1,69.0,67.0,66.0,64.0,66.0,-1.0,1.0,69.14285714285714,1.9518001458970766,68.85714285714286,1.7032612545052608,68.42857142857143,1.9706846230683162,68.0
2019-04-01,68.0,0,0,0,2019,4,2,14,0,1,0,68.0,66.0,67.0,66.0,63.0,0.0,2.0,69.28571428571429,1.7994708216848845,69.0,1.519109050625475,68.57142857142857,1.7728105208558467,69.0
2019-04-02,70.0,0,0,0,2019,4,2,14,1,2,0,68.0,71.0,69.0,70.0,66.0,2.0,-1.0,69.57142857142857,1.2724180205607163,69.07142857142857,1.4392458342578207,68.64285714285714,1.7043362064927052,70.0
2019-04-03,70.0,0,0,0,2019,4,2,14,2,3,0,70.0,70.0,70.0,69.0,67.0,0.0,0.0,69.42857142857143,1.133893419027698,69.14285714285714,1.4600918230947144,68.64285714285714,1.7043362064927052,72.0
2019-04-04,71.0,0,0,0,2019,4,2,14,3,4,0,70.0,70.0,69.0,69.0,70.0,1.0,1.0,69.42857142857143,1.133893419027698,69.14285714285714,1.4600918230947144,68.67857142857143,1.7224782195810955,71.0
2019-04-05,69.0,0,0,0,2019,4,2,14,4,5,0,71.0,71.0,70.0,68.0,70.0,-2.0,-2.0,69.57142857142857,1.2724180205607163,69.28571428571429,1.540657773039257,68.75,1.7769095101910668,71.0
2019-04-06,68.0,0,0,0,2019,4,2,14,5,6,1,69.0,69.0,69.0,66.0,66.0,-1.0,-1.0,69.28571428571429,1.112697280528391,69.21428571428571,1.5281246137552877,68.78571428571429,1.7713176275208775,68.0
2019-04-07,69.0,0,0,0,2019,4,2,14,6,7,1,68.0,68.0,67.0,66.0,66.0,1.0,1.0,69.14285714285714,1.214985792587929,69.14285714285714,1.5619092289759848,68.85714285714286,1.6934358174211765,69.0
2019-04-08,68.0,0,0,0,2019,4,2,15,0,8,0,69.0,68.0,66.0,65.0,65.0,-1.0,0.0,69.28571428571429,1.112697280528391,69.28571428571429,1.4373357526806234,68.96428571428571,1.5981967351464819,70.0
2019-04-09,69.0,0,0,0,2019,4,2,15,1,9,0,68.0,70.0,71.0,70.0,68.0,1.0,-1.0,69.28571428571429,1.112697280528391,69.42857142857143,1.1578684470436362,69.07142857142857,1.4123416706693448,72.0
2019-04-10,70.0,0,0,0,2019,4,2,15,2,10,0,69.0,70.0,70.0,69.0,68.0,1.0,0.0,69.14285714285714,1.0690449676497165,69.28571428571429,1.0690449676496532,69.03571428571429,1.4005856673692936,74.0
2019-04-11,70.0,0,0,0,2019,4,2,15,3,11,0,70.0,71.0,70.0,70.0,71.0,0.0,-1.0,69.14285714285714,1.0690449676497165,69.28571428571429,1.0690449676496532,69.07142857142857,1.4123416706693448,71.0
2019-04-12,71.0,0,0,0,2019,4,2,15,4,12,0,70.0,69.0,71.0,71.0,66.0,1.0,2.0,69.0,0.8164965809277523,69.28571428571429,1.0690449676496532,69.07142857142857,1.4123416706693448,73.0
2019-04-13,69.0,0,0,0,2019,4,2,15,5,13,1,71.0,68.0,69.0,69.0,67.0,-2.0,1.0,69.28571428571429,1.1126972805283901,69.28571428571429,1.0690449676496532,69.07142857142857,1.4123416706693448,71.0
2019-04-14,66.0,0,0,0,2019,4,2,15,6,14,1,69.0,69.0,68.0,66.0,68.0,-3.0,-3.0,69.42857142857143,0.9759000729485514,69.28571428571429,1.0690449676496532,69.07142857142857,1.4123416706693448,71.0
2019-04-15,71.0,0,0,0,2019,4,2,16,0,15,0,66.0,68.0,68.0,67.0,71.0,5.0,3.0,69.0,1.632993161855463,69.14285714285714,1.3506205330053767,69.07142857142857,1.4123416706693448,71.0
2019-04-16,69.0,0,0,0,2019,4,2,16,1,16,0,71.0,69.0,70.0,69.0,67.0,-2.0,0.0,69.42857142857143,1.7182493859684587,69.35714285714286,1.3926810257773838,69.21428571428571,1.397276262011578,72.0
2019-04-17,72.0,0,0,0,2019,4,2,16,2,17,0,69.0,70.0,70.0,70.0,71.0,3.0,2.0,69.42857142857143,1.7182493859684587,69.28571428571429,1.382782669868196,69.21428571428571,1.397276262011578,75.0
2019-04-18,72.0,0,0,0,2019,4,2,16,3,18,0,72.0,70.0,71.0,69.0,70.0,0.0,2.0,69.71428571428571,1.9760470401187142,69.42857142857143,1.5548576840284523,69.28571428571429,1.4871584352853313,71.0
2019-04-19,72.0,0,0,0,2019,4,2,16,4,19,0,72.0,71.0,69.0,70.0,68.0,0.0,1.0,70.0,2.1602468994692927,69.5,1.6525039276108047,69.39285714285714,1.571488695338542,72.0
2019-04-20,68.0,0,0,0,2019,4,2,16,5,20,1,72.0,69.0,68.0,69.0,67.0,-4.0,-1.0,70.14285714285714,2.2677868380553696,69.71428571428571,1.7728105208558105,69.46428571428571,1.6438920136009765,71.0
2019-04-21,67.0,0,0,0,2019,4,2,16,6,21,1,68.0,66.0,69.0,67.0,65.0,-1.0,1.0,70.0,2.380476142847623,69.71428571428571,1.7728105208558105,69.42857142857143,1.6650786085007787,71.0
2019-04-22,68.0,0,0,0,2019,4,2,17,0,22,0,67.0,71.0,68.0,66.0,66.0,1.0,-3.0,70.14285714285714,2.1157009420498234,69.57142857142857,1.910065875395807,69.42857142857143,1.6650786085007787,70.0
2019-04-23,71.0,0,0,0,2019,4,2,17,1,23,0,68.0,69.0,69.0,71.0,66.0,3.0,2.0,69.71428571428571,2.214669705568293,69.57142857142857,1.910065875395807,69.5,1.5515822270854782,71.0
2019-04-24,71.0,0,0,0,2019,4,2,17,2,24,0,71.0,72.0,70.0,70.0,70.0,0.0,-1.0,70.0,2.2360679774997982,69.71428571428571,1.9386185179765685,69.5,1.5515822270854782,72.0
2019-04-25,71.0,0,0,0,2019,4,2,17,3,25,0,71.0,72.0,70.0,70.0,70.0,0.0,-1.0,69.85714285714286,2.115700942049825,69.78571428571429,1.9681530361296313,69.53571428571429,1.574851970871821,72.0
2019-04-26,71.0,0,0,0,2019,4,2,17,4,26,0,71.0,72.0,71.0,71.0,70.0,0.0,-1.0,69.71428571428571,1.9760470401187196,69.85714285714286,1.9944979263017282,69.57142857142857,1.5969547740198164,72.0
2019-04-27,69.0,0,0,0,2019,4,2,17,5,27,1,71.0,68.0,69.0,69.0,67.0,-2.0,1.0,69.57142857142857,1.8126539343499464,69.85714285714286,1.9944979263017282,69.57142857142857,1.5969547740198164,70.0
2019-04-28,68.0,0,0,0,2019,4,2,17,6,28,1,69.0,67.0,66.0,68.0,64.0,-1.0,1.0,69.71428571428571,1.7043362064927066,69.85714285714286,1.9944979263017282,69.57142857142857,1.5969547740198164,70.0
2019-04-29,71.0,0,0,0,2019,4,2,18,0,29,0,68.0,68.0,71.0,68.0,66.0,3.0,3.0,69.85714285714286,1.4638501094228118,70.0,1.7541160386140369,69.57142857142857,1.5969547740198164,69.0
2019-04-30,72.0,0,0,0,2019,4,2,18,1,30,0,71.0,71.0,69.0,70.0,70.0,1.0,1.0,70.28571428571429,1.253566341056015,70.0,1.7541160386140369,69.67857142857143,1.5882338532114595,71.0
2019-05-01,71.0,0,0,0,2019,5,2,18,2,1,0,72.0,71.0,72.0,70.0,69.0,-1.0,0.0,70.42857142857143,1.397276262011536,70.21428571428571,1.805060042835608,69.75,1.647107453374891,74.0
2019-05-02,71.0,0,0,0,2019,5,2,18,3,2,0,71.0,71.0,72.0,71.0,69.0,0.0,0.0,70.42857142857143,1.397276262011536,70.14285714285714,1.7478401113788933,69.78571428571429,1.663489034287851,74.0
2019-05-03,72.0,0,0,0,2019,5,2,18,4,3,0,71.0,71.0,72.0,69.0,68.0,1.0,1.0,70.42857142857143,1.397276262011536,70.07142857142857,1.6854255666327325,69.78571428571429,1.663489034287851,71.0
2019-05-04,69.0,0,0,0,2019,5,2,18,5,4,1,72.0,69.0,68.0,68.0,66.0,-3.0,0.0,70.57142857142857,1.511857892036897,70.07142857142857,1.6854255666327325,69.89285714285714,1.7070504280838743,71.0
2019-05-05,68.0,0,0,0,2019,5,2,18,6,5,1,69.0,68.0,67.0,69.0,66.0,-1.0,0.0,70.57142857142857,1.511857892036897,70.14285714285714,1.6104057232283175,69.92857142857143,1.676163419695105,69.0
2019-05-06,69.0,0,0,0,2019,5,2,19,0,6,0,68.0,71.0,68.0,68.0,65.0,1.0,-2.0,70.57142857142857,1.511857892036897,70.21428571428571,1.4769288003551866,69.89285714285714,1.7070504280838743,70.0
2019-05-07,71.0,0,0,0,2019,5,2,19,1,7,0,69.0,72.0,71.0,69.0,70.0,2.0,-1.0,70.28571428571429,1.6035674514745428,70.28571428571429,1.3827826698682046,69.92857142857143,1.676163419695105,72.0
2019-05-08,71.0,0,0,0,2019,5,2,19,2,8,0,71.0,71.0,71.0,70.0,69.0,0.0,0.0,70.14285714285714,1.4638501094227996,70.28571428571429,1.3827826698682046,70.0,1.677740985615778,74.0
2019-05-09,73.0,0,0,0,2019,5,2,19,3,9,0,71.0,71.0,71.0,70.0,70.0,2.0,2.0,70.14285714285714,1.4638501094227996,70.28571428571429,1.3827826698682046,70.03571428571429,1.6883510003933695,73.0
2019-05-10,71.0,0,0,0,2019,5,2,19,4,10,0,73.0,72.0,71.0,71.0,71.0,-2.0,-1.0,70.42857142857143,1.8126539343499257,70.42857142857143,1.5548576840284583,70.14285714285714,1.7787695646208272,70.0
2019-05-11,69.0,0,0,0,2019,5,2,19,5,11,1,71.0,69.0,69.0,69.0,69.0,-2.0,0.0,70.28571428571429,1.70433620649269,70.42857142857143,1.5548576840284583,70.14285714285714,1.7787695646208272,69.0
2019-05-12,68.0,0,0,0,2019,5,2,19,6,12,1,69.0,68.0,68.0,66.0,66.0,-1.0,0.0,70.28571428571429,1.70433620649269,70.42857142857143,1.5548576840284583,70.14285714285714,1.7787695646208272,70.0
2019-05-13,68.0,0,0,0,2019,5,2,20,0,13,0,68.0,69.0,71.0,71.0,67.0,0.0,-1.0,70.28571428571429,1.70433620649269,70.42857142857143,1.5548576840284583,70.21428571428571,1.6410733356928038,70.0
2019-05-14,71.0,0,0,0,2019,5,2,20,1,14,0,68.0,71.0,72.0,69.0,69.0,3.0,0.0,70.14285714285714,1.8644544714716091,70.21428571428571,1.6723346844167366,70.10714285714286,1.6852142563921326,72.0
2019-05-15,71.0,0,0,0,2019,5,2,20,2,15,0,71.0,71.0,71.0,72.0,70.0,0.0,0.0,70.14285714285714,1.8644544714716091,70.14285714285714,1.6104057232283189,70.17857142857143,1.67892318727906,73.0
2019-05-16,71.0,0,0,0,2019,5,2,20,3,16,0,71.0,73.0,71.0,72.0,69.0,0.0,-2.0,70.14285714285714,1.8644544714716091,70.14285714285714,1.6104057232283189,70.14285714285714,1.649113919526763,73.0
2019-05-17,71.0,0,0,0,2019,5,2,20,4,17,0,71.0,71.0,72.0,72.0,70.0,0.0,0.0,69.85714285714286,1.4638501094228087,70.14285714285714,1.6104057232283189,70.10714285714286,1.6179384622800295,73.0
2019-05-18,71.0,0,0,0,2019,5,2,20,5,18,1,71.0,69.0,69.0,68.0,69.0,0.0,2.0,69.85714285714286,1.4638501094228087,70.07142857142857,1.5424399110243516,70.07142857142857,1.5853162186856309,70.0
2019-05-19,67.0,0,0,0,2019,5,2,20,6,19,1,71.0,68.0,68.0,67.0,67.0,-4.0,-1.0,70.14285714285714,1.4638501094227976,70.21428571428571,1.5281246137552942,70.17857142857143,1.5408889072022147,67.0
2019-05-20,69.0,0,0,0,2019,5,2,21,0,20,0,67.0,68.0,69.0,68.0,66.0,2.0,1.0,70.0,1.7320508075688787,70.14285714285714,1.657483860329469,70.17857142857143,1.5408889072022147,72.0
2019-05-21,70.0,0,0,0,2019,5,2,21,1,21,0,69.0,71.0,71.0,71.0,71.0,1.0,-1.0,70.14285714285714,1.5735915849388828,70.14285714285714,1.657483860329469,70.21428571428571,1.4995590180708014,69.0
2019-05-22,71.0,0,0,0,2019,5,2,21,2,22,0,70.0,71.0,71.0,71.0,70.0,1.0,0.0,70.0,1.5275252316519472,70.07142857142857,1.6391501416322782,70.17857142857143,1.4920423841803847,74.0
2019-05-23,72.0,0,0,0,2019,5,2,21,3,23,0,71.0,71.0,73.0,71.0,70.0,1.0,1.0,70.0,1.5275252316519472,70.07142857142857,1.6391501416322782,70.17857142857143,1.4920423841803847,74.0
2019-05-24,71.0,0,0,0,2019,5,2,21,4,24,0,72.0,71.0,71.0,71.0,71.0,-1.0,0.0,70.14285714285714,1.6761634196950481,70.0,1.519109050625476,70.21428571428571,1.524057519502312,72.0
2019-05-25,69.0,0,0,0,2019,5,2,21,5,25,1,71.0,71.0,69.0,69.0,69.0,-2.0,-2.0,70.14285714285714,1.6761634196950481,70.0,1.519109050625476,70.21428571428571,1.524057519502312,69.0
2019-05-26,68.0,0,0,0,2019,5,2,21,6,26,1,69.0,67.0,68.0,68.0,68.0,-1.0,1.0,69.85714285714286,1.6761634196950552,70.0,1.519109050625476,70.21428571428571,1.524057519502312,70.0
2019-05-27,69.0,0,0,0,2019,5,2,22,0,27,0,68.0,69.0,68.0,71.0,68.0,1.0,0.0,70.0,1.4142135623730951,70.0,1.519109050625476,70.21428571428571,1.524057519502312,68.0
2019-05-28,70.0,0,0,0,2019,5,2,22,1,28,0,69.0,70.0,71.0,72.0,70.0,1.0,0.0,70.0,1.4142135623730951,70.07142857142857,1.4392458342578247,70.14285714285714,1.5327120894696933,71.0
2019-05-29,72.0,0,0,0,2019,5,2,22,2,29,0,70.0,71.0,71.0,71.0,70.0,2.0,1.0,70.0,1.4142135623730951,70.0,1.4142135623730696,70.07142857142857,1.4889362702719708,72.0
2019-05-30,71.0,0,0,0,2019,5,2,22,3,30,0,72.0,72.0,71.0,71.0,71.0,-1.0,-1.0,70.14285714285714,1.573591584938882,70.07142857142857,1.4917354742965174,70.10714285714286,1.5236235005501744,74.0
2019-05-31,71.0,0,0,0,2019,5,2,22,4,31,0,71.0,71.0,71.0,72.0,69.0,0.0,0.0,70.0,1.4142135623730951,70.07142857142857,1.4917354742965174,70.10714285714286,1.5236235005501744,71.0
2019-06-01,68.0,0,0,0,2019,6,2,22,5,1,1,71.0,69.0,71.0,69.0,68.0,-3.0,-1.0,70.0,1.4142135623730951,70.07142857142857,1.4917354742965174,70.07142857142857,1.4889362702719708,71.0
2019-06-02,69.0,0,0,0,2019,6,2,22,6,2,1,68.0,68.0,67.0,68.0,69.0,1.0,1.0,69.85714285714286,1.5735915849388897,69.85714285714286,1.5619092289759877,70.03571428571429,1.5270921982679255,69.0
2019-06-03,70.0,0,0,0,2019,6,2,23,0,3,0,69.0,69.0,69.0,69.0,68.0,1.0,1.0,70.0,1.4142135623730951,70.0,1.3587324409734884,70.07142857142857,1.4889362702719708,70.0
2019-06-04,72.0,0,0,0,2019,6,2,23,1,4,0,70.0,70.0,70.0,71.0,69.0,2.0,2.0,70.14285714285714,1.345185418269095,70.07142857142857,1.3280573269765854,70.10714285714286,1.4742050139924976,70.0
2019-06-05,74.0,0,0,0,2019,6,2,23,2,5,0,72.0,72.0,71.0,71.0,70.0,2.0,2.0,70.42857142857143,1.5118578920368992,70.21428571428571,1.4238934396479463,70.14285714285714,1.5083541610419213,72.0
2019-06-06,71.0,0,0,0,2019,6,2,23,3,6,0,74.0,71.0,72.0,73.0,70.0,-3.0,0.0,70.71428571428571,1.9760470401186965,70.42857142857143,1.741541567969875,70.25,1.6694421334797027,74.0
2019-06-07,73.0,0,0,0,2019,6,2,23,4,7,0,71.0,71.0,71.0,71.0,71.0,2.0,2.0,70.71428571428571,1.9760470401186965,70.35714285714286,1.6919330254585427,70.17857142857143,1.5882338532114793,72.0
2019-06-08,71.0,0,0,0,2019,6,2,23,5,8,1,73.0,68.0,69.0,69.0,69.0,-2.0,3.0,71.0,2.1602468994692745,70.5,1.8292495308606165,70.25,1.6694421334797027,71.0
2019-06-09,71.0,0,0,0,2019,6,2,23,6,9,1,71.0,69.0,68.0,68.0,66.0,0.0,2.0,71.42857142857143,1.71824938596843,70.64285714285714,1.7805419597217063,70.32142857142857,1.6567163289800804,69.0
2019-06-10,71.0,0,0,0,2019,6,2,24,0,10,0,71.0,70.0,69.0,68.0,71.0,0.0,1.0,71.71428571428571,1.3801311186846805,70.85714285714286,1.6104057232283255,70.42857142857143,1.5969547740198569,69.0
2019-06-11,72.0,0,0,0,2019,6,2,24,1,11,0,71.0,72.0,70.0,71.0,69.0,1.0,0.0,71.85714285714286,1.2149857925878766,71.0,1.519109050625487,70.53571428571429,1.5270921982679582,71.0
2019-06-12,75.0,0,0,0,2019,6,2,24,2,12,0,72.0,74.0,72.0,71.0,72.0,3.0,1.0,71.85714285714286,1.2149857925878766,71.14285714285714,1.5118578920368984,70.57142857142857,1.549876253807604,73.0
2019-06-13,71.0,0,0,0,2019,6,2,24,3,13,0,75.0,71.0,71.0,71.0,72.0,-4.0,0.0,72.0,1.5275252316519143,71.35714285714286,1.8232322463624329,70.71428571428571,1.760831934208777,74.0
2019-06-14,72.0,0,0,0,2019,6,2,24,4,14,0,71.0,73.0,71.0,71.0,72.0,1.0,-1.0,72.0,1.5275252316519143,71.35714285714286,1.8232322463624329,70.71428571428571,1.760831934208777,72.0
2019-06-15,71.0,0,0,0,2019,6,2,24,5,15,1,72.0,71.0,68.0,71.0,68.0,-1.0,0.0,71.85714285714286,1.4638501094227696,71.42857142857143,1.8277470669267464,70.75,1.7769095101911456,72.0
2019-06-16,71.0,0,0,0,2019,6,2,24,6,16,1,71.0,71.0,69.0,67.0,67.0,0.0,0.0,71.85714285714286,1.4638501094227696,71.64285714285714,1.5495479666983194,70.75,1.7769095101911456,69.0
2019-06-17,70.0,0,0,0,2019,6,2,25,0,17,0,71.0,71.0,70.0,69.0,68.0,-1.0,-1.0,71.85714285714286,1.4638501094227696,71.78571428571429,1.3688047244316401,70.89285714285714,1.6179384622800792,69.0
2019-06-18,71.0,0,0,0,2019,6,2,25,1,18,0,70.0,72.0,72.0,70.0,71.0,1.0,-1.0,71.71428571428571,1.6035674514745226,71.78571428571429,1.3688047244316401,70.92857142857143,1.5853162186856855,70.0
2019-06-19,72.0,0,0,0,2019,6,2,25,2,19,0,71.0,75.0,74.0,71.0,71.0,1.0,-3.0,71.57142857142857,1.6183471874253548,71.71428571428571,1.3827826698682304,70.96428571428571,1.574851970871899,73.0
2019-06-20,72.0,0,0,0,2019,6,2,25,3,20,0,72.0,71.0,71.0,72.0,71.0,0.0,1.0,71.14285714285714,0.690065559342337,71.57142857142857,1.2224996910042487,71.0,1.5869840952318646,74.0
2019-06-21,72.0,0,0,0,2019,6,2,25,4,21,0,72.0,72.0,73.0,71.0,71.0,0.0,0.0,71.28571428571429,0.7559289460184304,71.64285714285714,1.2157392722216271,71.0,1.5869840952318646,71.0
2019-06-22,70.0,0,0,0,2019,6,2,25,5,22,1,72.0,71.0,71.0,69.0,69.0,-2.0,-1.0,71.28571428571429,0.7559289460184304,71.57142857142857,1.157868447043674,71.03571428571429,1.5981967351465816,70.0
2019-06-23,70.0,0,0,0,2019,6,2,25,6,23,1,70.0,71.0,71.0,68.0,68.0,0.0,-1.0,71.14285714285714,0.8997354108424239,71.5,1.2247448713915827,71.07142857142857,1.56177893414972,70.0
2019-06-24,69.0,0,0,0,2019,6,2,26,0,24,0,70.0,70.0,71.0,69.0,71.0,-1.0,-1.0,71.0,0.9999999999999949,71.42857142857143,1.2838814775327307,71.14285714285714,1.4584183648680977,69.0
2019-06-25,71.0,0,0,0,2019,6,2,26,1,25,0,69.0,71.0,72.0,70.0,72.0,2.0,0.0,70.85714285714286,1.214985792587914,71.28571428571429,1.437335752680646,71.14285714285714,1.4584183648680977,70.0
2019-06-26,74.0,0,0,0,2019,6,2,26,2,26,0,71.0,72.0,75.0,72.0,71.0,3.0,2.0,70.85714285714286,1.214985792587914,71.21428571428571,1.4238934396479597,71.17857142857143,1.441541649777329,73.0
